number,value,params_alpha,params_colsample_bytree,params_eval_metric,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_subsample,state
55,1139.7214033548767,0.008778317271513604,0.5191527275934179,rmse,0.11975411670230725,0.002088596891583997,0.023257389742522314,18,99,0.9388142253312872,COMPLETE
56,1137.8048687908201,0.01960993508726702,0.37783400253433597,rmse,0.0519224300640989,0.0010357177912712814,0.011337024141852066,12,77,0.7092804122282858,COMPLETE
57,1138.4187154854321,0.01259701575544503,0.5470292405825394,rmse,0.5090834878876955,0.006676133528043597,0.020039259295680813,21,266,0.893745493456892,COMPLETE
58,1157.5903275928138,0.0018228529984427291,0.5840772104254226,rmse,4.7546023457051385,0.010872591158441355,0.013436800687183555,24,60,0.976751391828226,COMPLETE
59,1139.0591636434972,0.10817222294401833,0.3280400685782977,rmse,0.7874412184076696,0.0028126648763508568,0.016188549257525768,17,156,0.8255841984480177,COMPLETE
60,1215.7285755093951,0.005327368511578429,0.48979770329864625,rmse,0.16764230824980844,0.056942731787696294,0.009059707272539136,3,184,0.8605156145869238,COMPLETE
61,1137.128384942766,0.2453676016162849,0.310340971320773,rmse,0.09164963422056654,0.0250852635101078,0.011768435964846351,18,107,0.9928327741439067,COMPLETE
62,1136.8327680489642,0.3464491587724505,0.302175267550606,rmse,0.07856360949949791,0.02755860935721205,0.01198440957027418,15,109,0.9478407678506036,COMPLETE
63,1137.782322019685,0.67120547861718,0.3024920570198752,rmse,0.07564378139372689,0.02570191620639683,0.010877656426607648,15,109,0.9523649770029422,COMPLETE
64,1140.972752196055,0.2276288739724355,0.3310477668295712,rmse,0.09894390764937776,0.08642509859743673,0.007866371744734497,15,69,0.9797766314276307,COMPLETE
65,1143.860595809769,0.2812349983176693,0.36848312734973154,rmse,0.02202272886317888,0.014862735379256899,0.006613953723153657,16,112,0.9359881388726972,COMPLETE
66,1160.6198735338392,0.4045870423050136,0.3288366107712336,rmse,0.1912320546821342,0.032769810718239915,0.004659815673496362,13,97,0.9954271913659157,COMPLETE
67,1137.0203095543354,0.7532580129214004,0.394325592677331,rmse,0.04375232565374022,0.0455845283897299,0.01263470775653073,18,88,0.9547477579959538,COMPLETE
68,1136.1008752882062,1.9655177223960416,0.4364216762220482,rmse,0.036952705771902225,0.046029627598985524,0.01388333005215719,12,84,0.9223561719704669,COMPLETE
69,1135.1997551744464,2.505669826820517,0.4289384418923935,rmse,0.04208748837267979,0.08872320296365035,0.018237495887598765,12,84,0.9183536581671778,COMPLETE
70,1136.9743540297804,2.3395842848673754,0.4298372755870535,rmse,0.008496441956588288,0.08148143892075892,0.02511536617299421,12,83,0.9268928892030661,COMPLETE
71,1137.093848950953,2.323857411758929,0.42835733736830606,rmse,0.003996530769924911,0.14227040191453386,0.03296845329871473,10,83,0.9244817338350761,COMPLETE
72,1135.936745356801,2.1364745349513945,0.39707853189201037,rmse,0.008798330056244077,0.04798486423403086,0.018957645901381867,12,64,0.9484749906770097,COMPLETE
73,1136.7965605532197,1.7898333091411756,0.46251405867146195,rmse,0.006286457936516169,0.0811326684135915,0.019643343495417173,12,56,0.8982865930693381,COMPLETE
74,1139.0124209765956,1.5464098733014735,0.45829948377699853,rmse,0.0022100422502081877,0.2443298074364706,0.018717850890582057,12,22,0.8992778990209884,COMPLETE
75,1135.5486519083966,3.379283403066356,0.40504236040790864,rmse,0.01753503980697807,0.1298646731844248,0.022357036645205518,10,52,0.8843010442104885,COMPLETE
