iter	Passed	Remaining
669	11190	5511
670	11206	5494
671	11222	5477
672	11236	5459
673	11253	5443
674	11267	5425
675	11281	5406
676	11295	5389
677	11315	5373
678	11334	5358
679	11353	5342
680	11368	5325
681	11382	5307
682	11398	5290
683	11414	5273
684	11432	5257
685	11447	5239
686	11462	5222
687	11480	5206
688	11497	5189
689	11512	5172
690	11527	5155
691	11543	5137
692	11558	5120
693	11573	5102
694	11587	5085
695	11604	5068
696	11620	5051
697	11636	5034
698	11651	5017
699	11668	5000
700	11684	4983
701	11702	4967
702	11719	4951
703	11733	4933
704	11750	4916
705	11765	4899
706	11780	4882
707	11799	4866
708	11814	4849
709	11831	4832
710	11848	4815
711	11864	4799
712	11881	4782
713	11898	4766
714	11914	4749
715	11929	4731
716	11945	4714
717	11962	4698
718	11978	4681
719	11994	4664
720	12011	4647
721	12027	4631
722	12042	4613
723	12060	4597
724	12076	4580
725	12091	4563
726	12108	4546
727	12121	4529
728	12137	4511
729	12152	4494
730	12168	4478
731	12183	4460
732	12199	4443
733	12214	4426
734	12230	4409
735	12246	4392
736	12260	4375
737	12275	4358
738	12290	4340
739	12306	4323
740	12320	4306
741	12336	4289
742	12351	4272
743	12368	4255
744	12384	4239
745	12403	4223
746	12421	4207
747	12436	4189
748	12452	4172
749	12469	4156
750	12486	4139
751	12503	4123
752	12518	4106
753	12533	4089
754	12548	4072
755	12563	4054
756	12578	4037
757	12595	4021
758	12617	4006
759	12631	3989
760	12649	3972
761	12666	3956
762	12682	3939
763	12699	3922
764	12719	3907
765	12734	3890
766	12750	3873
767	12767	3856
768	12781	3839
769	12798	3822
770	12820	3807
771	12838	3791
772	12858	3776
773	12875	3759
774	12891	3742
775	12908	3726
776	12928	3710
777	12945	3693
778	12961	3677
779	12976	3660
780	12992	3643
781	13006	3625
782	13021	3608
783	13038	3592
784	13055	3575
785	13072	3559
786	13088	3542
787	13104	3525
788	13121	3509
789	13138	3492
790	13157	3476
791	13173	3459
792	13192	3443
793	13209	3427
794	13226	3410
795	13242	3393
796	13257	3376
797	13273	3360
798	13289	3343
799	13302	3325
800	13319	3309
801	13339	3293
802	13358	3277
803	13374	3260
804	13392	3244
805	13409	3227
806	13426	3211
807	13443	3194
808	13459	3177
809	13477	3161
810	13495	3145
811	13510	3128
812	13530	3112
813	13547	3095
814	13564	3079
815	13581	3062
816	13597	3045
817	13613	3028
818	13631	3012
819	13650	2996
820	13666	2979
821	13687	2963
822	13706	2947
823	13723	2931
824	13740	2914
825	13757	2898
826	13776	2881
827	13795	2865
828	13814	2849
829	13833	2833
830	13852	2817
831	13870	2800
832	13890	2784
833	13910	2768
834	13927	2752
835	13947	2736
836	13966	2719
837	13984	2703
838	14001	2686
839	14018	2670
840	14037	2653
841	14053	2637
842	14068	2620
843	14086	2603
844	14102	2586
845	14118	2570
846	14136	2553
847	14153	2536
848	14170	2520
849	14185	2503
850	14201	2486
851	14217	2469
852	14235	2453
853	14250	2436
854	14266	2419
855	14284	2402
856	14298	2385
857	14315	2369
858	14335	2353
859	14352	2336
860	14369	2319
861	14387	2303
862	14404	2286
863	14421	2270
864	14437	2253
865	14453	2236
866	14471	2219
867	14487	2203
868	14502	2186
869	14520	2169
870	14535	2152
871	14551	2136
872	14569	2119
873	14587	2103
874	14603	2086
875	14620	2069
876	14635	2052
877	14651	2035
878	14668	2019
879	14683	2002
880	14698	1985
881	14716	1968
882	14733	1952
883	14752	1935
884	14770	1919
885	14787	1902
886	14803	1885
887	14820	1869
888	14835	1852
889	14853	1835
890	14870	1819
891	14888	1802
892	14905	1786
893	14923	1769
894	14940	1752
895	14956	1735
896	14971	1719
897	14986	1702
898	15004	1685
899	15019	1668
900	15038	1652
901	15056	1635
902	15073	1619
903	15091	1602
904	15106	1585
905	15123	1569
906	15140	1552
907	15155	1535
908	15171	1518
909	15189	1502
910	15206	1485
911	15224	1469
912	15241	1452
913	15257	1435
914	15275	1419
915	15294	1402
916	15312	1385
917	15330	1369
918	15349	1352
919	15366	1336
920	15382	1319
921	15400	1302
922	15425	1286
923	15443	1270
924	15461	1253
925	15478	1236
926	15493	1220
927	15510	1203
928	15531	1187
929	15551	1170
930	15567	1153
931	15585	1137
932	15603	1120
933	15619	1103
934	15638	1087
935	15653	1070
936	15670	1053
937	15687	1036
938	15703	1020
939	15720	1003
940	15739	986
941	15757	970
942	15775	953
943	15793	936
944	15813	920
945	15832	903
946	15849	887
947	15868	870
948	15886	853
949	15904	837
950	15921	820
951	15942	803
952	15959	787
953	15975	770
954	15991	753
955	16008	736
956	16027	720
957	16044	703
958	16060	686
959	16075	669
960	16096	653
961	16117	636
962	16137	620
963	16154	603
964	16172	586
965	16187	569
966	16203	552
967	16223	536
968	16241	519
969	16256	502
970	16273	486
971	16288	469
972	16306	452
973	16326	435
974	16344	419
975	16362	402
976	16377	385
977	16395	368
978	16412	352
979	16431	335
980	16447	318
981	16463	301
982	16480	285
983	16495	268
984	16514	251
985	16529	234
986	16543	217
987	16558	201
988	16575	184
989	16592	167
990	16610	150
991	16629	134
992	16645	117
993	16665	100
994	16682	83
995	16697	67
996	16715	50
997	16730	33
998	16746	16
999	16761	0
